,Node1_ID,Node2_ID,Score
228,349,712,0.28774796132052044
229,353,391,0.2578884709429587
230,353,806,0.37597323332336774
231,353,1566,0.35256594382647183
232,353,1676,0.27220270468023006
233,355,441,0.3572516198196645
234,360,446,0.26572081460856345
235,360,893,0.2583668114734285
236,361,775,0.3028843564995456
237,361,2047,0.27384149310903866
238,363,1438,0.31195976730391517
239,365,1035,0.2623939460777398
240,366,1057,0.41839024031526967
241,366,1436,0.27601073030766504
242,366,1440,0.3052853642414702
243,366,1620,0.2556386337225798
244,373,2337,0.2975521456381173
245,376,1645,0.2727516905658063
246,377,640,0.37349291472060636
247,377,1009,0.2625441853202681
248,381,382,0.4547686700204909
249,381,806,0.32062171886111374
250,381,848,0.27189580863143387
251,381,1505,0.5783579558386495
252,382,620,0.312686760288564
253,382,848,0.45417317452502104
254,382,1123,0.26743443294881075
255,382,1504,0.38999662602276763
256,386,1286,0.26571606324563
257,386,1481,0.2698236931863794
258,386,1565,0.26080770646117374
259,388,426,0.4269108194791511
260,388,441,0.4321037249201914
261,388,824,0.5011099051810094
262,388,1506,0.48561299645371053
263,388,1953,0.4206090663320237
264,403,631,0.3947443901078976
265,403,793,0.568891573968135
266,403,882,0.28437478579638453
267,403,1308,0.32404299454234337
268,403,1455,0.2773788665944367
269,403,1587,0.2860863263999115
270,403,1683,0.4560648773133263
271,403,1820,0.28946297183221903
272,403,2144,0.2850684580248627
273,404,845,0.3822968941052374
274,404,1366,0.3584968865918726
275,404,1522,0.29024821492729563
276,404,2164,0.2535218867517205
277,407,567,0.3899942613722104
278,407,2070,0.32043651775905657
279,418,1366,0.2682413688098062
280,426,1506,0.2613953989906857
281,427,1388,0.2751794045963078
282,427,1656,0.2552226769558307
283,427,1659,0.2597942658468674
284,427,1664,0.3915066610044347
285,427,1667,0.3950981381597142
286,427,1669,0.43948464642396967
287,427,1771,0.27049954985279273
288,427,1772,0.2709539325361755
289,427,1773,0.2518008535335125
290,427,1774,0.2606570859280823
291,427,1775,0.2518008535335125
292,427,1848,0.25749170760372053
293,427,1999,0.2518008535335125
294,427,2037,0.26447981043164587
295,438,471,0.3674025420148064
296,438,1081,0.2668527556055346
297,441,824,0.4665181430294735
298,441,1506,0.3582464875288548
299,441,1953,0.28216231165250855
300,444,626,0.3379167243515769
301,444,2082,0.2651966335602709
302,445,885,0.314051823284317
303,446,555,0.2855120409989767
304,446,677,0.2532292903434928
305,446,1049,0.3388920847075146
306,446,1410,0.31127808657998096
307,446,2303,0.3338354967679044
308,446,2304,0.374452286247191
309,449,636,0.2726818114136052
310,456,2040,0.5611629578133975
311,459,925,0.349079791873173
312,459,1252,0.3756520441249179
313,461,1781,0.2822035194220555
314,464,631,0.25630048354886836
315,464,883,0.33926284321324335
316,464,885,0.2503123217280648
317,467,1725,0.2802516546545639
318,468,469,0.46413040870264083
319,469,673,0.3359503707376744
320,469,1002,0.282219194046093
321,471,1365,0.32693636075094923
322,484,1660,0.26113266138029273
323,484,1664,0.2560891084675654
324,484,1667,0.2584383358866277
325,484,1669,0.2874720726312821
326,485,1656,0.3117518423114565
327,485,1658,0.2700971592635366
328,485,1659,0.3173359905386844
329,485,1771,0.33041238347963064
330,485,1772,0.2751542235414691
331,485,1773,0.2557042361134309
332,485,1774,0.2646977566179
333,485,1775,0.2557042361134309
334,485,1999,0.2557042361134309
335,485,2037,0.3230593344592168
336,485,2060,0.259102639550802
337,486,570,0.30103615550733764
338,486,674,0.29971191900173433
339,486,782,0.31486243926723867
340,486,800,0.28342088440984353
341,486,1461,0.28040685709319485
342,486,1499,0.2719085923467631
343,486,1783,0.2583518522035026
344,486,2189,0.3700737556728663
345,486,2191,0.25050093466842954
346,486,2193,0.3551756908061434
347,486,2197,0.28720824068514333
348,486,2200,0.3731154643436448
349,486,2214,0.3048881369119779
350,500,871,0.277515247909966
351,500,1280,0.36645673788572203
352,500,1669,0.29037204200682315
353,506,2145,0.3012248099165917
354,508,884,0.3188146207671084
355,508,2096,0.2558669353060688
356,516,884,0.2718855857924963
357,516,2096,0.2909785706141572
358,517,523,0.26991511141251723
359,517,1437,0.2622933521646936
360,517,1990,0.3133846628277182
361,520,1335,0.4019219290702731
362,520,1483,0.3464480945217039
363,520,1811,0.3078390510576752
364,522,1242,0.33652109382885403
365,522,1254,0.26450240267689124
366,522,1317,0.25065313897986635
367,523,657,0.26773935296173235
368,523,884,0.34401138591624153
369,523,983,0.4198335874382814
370,523,1239,0.3331880044133204
371,523,1272,0.3184532907347796
372,523,1306,0.30589674209794265
373,523,1418,0.4168856259280934
374,523,1435,0.27489175523430087
375,523,1437,0.358966469430545
376,523,1474,0.2962689637294032
377,523,1680,0.2969827863486243
378,523,2096,0.296691985169499
379,528,625,0.299786789029425
380,529,789,0.28078396023866503
381,529,823,0.2658619416054154
382,529,1614,0.2502932585755887
383,532,535,0.5580673045354957
384,532,1476,0.2929157520164291
385,532,1812,0.25881644426730666
386,535,1812,0.26348186157926085
387,536,1205,0.2772487725694148
388,537,1216,0.2665675343484957
389,540,823,0.3464904803054633
390,540,1614,0.30716600486774076
391,547,553,0.47738951937162083
392,547,590,0.3555955382890233
393,547,593,0.26546956528784404
394,549,1972,0.3116001493725239
395,550,1425,0.27768246396347607
396,550,1428,0.30608377272156345
397,552,1726,0.25336727205068504
398,553,590,0.3473031629011427
399,553,593,0.364846548808331
400,553,594,0.31653938334943915
401,553,964,0.26948179098662567
402,553,2164,0.2988874318125945
403,555,766,0.31015049946978407
404,555,1410,0.3679688977045037
405,555,1577,0.28112106058846836
406,555,1887,0.29525746332798786
407,555,2150,0.286524862283546
408,555,2286,0.30237413215969267
409,555,2304,0.26086930622469806
410,563,1805,0.38689036530857296
411,567,2070,0.3337820902992866
412,570,674,0.40616424036972204
413,570,782,0.3427884185984354
414,570,800,0.2816327909511082
415,570,1260,0.26064854463434367
416,570,1320,0.27051834436812894
417,570,1461,0.3238463871829663
418,570,1499,0.28047308799163345
419,570,1783,0.3652697970552678
420,570,2189,0.5311723585145902
421,570,2191,0.3543165917392503
422,570,2193,0.5026290086504349
423,570,2194,0.25241756667257353
424,570,2197,0.3690860135760796
425,570,2200,0.5322962069335979
426,570,2214,0.4216595940030453
427,570,2235,0.3252539581562126
428,570,2250,0.27051834436812894
429,570,2251,0.32627471825174464
430,581,1051,0.34201254122017505
431,581,1656,0.44350638992613595
432,581,1659,0.45145054641518095
433,581,1664,0.25625624165144445
434,581,1667,0.2586070022628419
435,581,1669,0.28765968749340054
436,581,1771,0.47005336776018103
437,581,1772,0.4708429591317459
438,581,1773,0.4375602076703184
439,581,1774,0.4529498889655361
440,581,1775,0.4375602076703184
441,581,1999,0.4375602076703184
442,581,2037,0.45959272636728893
443,582,1772,0.28707799839443726
444,582,1773,0.26678514812388104
445,582,1774,0.27616840174692864
446,582,1775,0.26678514812388104
447,582,1999,0.26678514812388104
448,584,866,0.31465001925152636
449,584,1147,0.3621715213461485
450,584,1158,0.28839452334716176
451,584,1785,0.2798443617212818
452,584,2107,0.2693035082012079
453,584,2108,0.32316267430952156
454,585,2106,0.35628869918138056
455,589,590,0.35831550835523035
456,590,592,0.3757241353931911
457,590,820,0.26743261728041823
458,590,949,0.4374285169131067
459,590,954,0.4490360940480752
460,594,874,0.27675005871157227
461,618,1241,0.2855889852336062
462,620,848,0.3199198617801615
463,620,1504,0.3400934009942222
464,624,772,0.3018972644378608
465,624,1189,0.33711255134578133
466,624,1758,0.25050528960855917
467,624,2047,0.3244836848316499
468,625,720,0.25035697182894173
469,626,627,0.44721743954254056
470,626,828,0.25990774089094487
471,626,1253,0.2727893980732343
472,627,1423,0.28904838505005365
473,627,1425,0.28165226251792413
474,631,793,0.46813177401089945
475,631,882,0.4243585150115824
476,631,883,0.5151229776250399
477,631,885,0.312960350933688
478,631,1308,0.3344581183166015
479,631,1318,0.33501254133452363
480,631,1587,0.28630027867212676
481,631,1820,0.32423819969531975
482,631,2096,0.2687879931360656
483,636,1277,0.2745200578327847
484,636,1669,0.25395565385844876
485,636,2060,0.2664866642015857
486,640,725,0.27706388270282734
487,641,839,0.3266531730083344
488,641,1205,0.3079896152793064
489,641,1811,0.4125964911615594
490,642,1317,0.2576862712193598
491,650,1426,0.3378006757522741
492,656,1679,0.3031409253811402
493,657,789,0.29931801804661845
494,657,939,0.258078572424589
495,657,1423,0.28959339860919836
496,657,1425,0.2789688078773165
497,657,1675,0.2705799864713362
498,662,663,0.26436150785000373
499,662,812,0.2560683771370782
500,662,1423,0.27668583229564153
501,662,1425,0.2578459758833359
502,663,1311,0.30155331510523636
503,670,2036,0.30062901653273744
504,672,1081,0.26384719540726104
505,673,1002,0.3710552275479692
506,674,782,0.3218343840196432
507,674,800,0.2644170890197531
508,674,1320,0.2533392188655781
509,674,1461,0.29719941703773983
510,674,1499,0.263328276599735
511,674,1783,0.3529501322744989
512,674,2189,0.5159080384844119
513,674,2191,0.33265786083608806
514,674,2193,0.47262770318720904
515,674,2197,0.34652445469190496
516,674,2200,0.5006706695997769
517,674,2214,0.39638979300707416
518,674,2235,0.30537177335556953
519,674,2250,0.2533392188655781
520,674,2251,0.30633013623702443
521,677,1738,0.2821487698857386
522,686,1784,0.46129231168602874
523,686,2088,0.2809001224832491
524,690,1366,0.27243064365608166
525,696,820,0.2939726179137826
526,698,1674,0.37208938850180207
527,704,1185,0.27691197182251803
528,705,790,0.3470308899224118
529,705,1140,0.3206434837970243
530,707,746,0.3105165290517039
531,707,1877,0.27340900315143435
532,714,715,0.7346909720921423
533,715,790,0.2586573751674772
534,718,1634,0.27981121499147094
535,718,1779,0.27078447046907256
536,720,1366,0.3407913646377376
537,720,1430,0.336944487204979
538,721,1578,0.2730458422900453
539,723,1366,0.27029743780108556
540,725,789,0.2859127122708736
541,725,1429,0.3609902742363477
542,725,1749,0.3957247878818922
543,725,1750,0.33653406414594245
544,736,2314,0.3441579655708966
545,740,1097,0.37135125745575015
546,740,1366,0.25494632576638254
547,740,1389,0.4441985642758628
548,740,1426,0.37151307671127815
549,746,1246,0.2837531624945749
550,746,1675,0.26921178249653765
551,746,1679,0.25990710650842774
552,763,2123,0.31638734633391136
553,770,812,0.2846015622650312
554,770,1258,0.2769245207014294
555,770,1423,0.32491883780742775
556,770,1425,0.3353379608662016
557,772,1189,0.2513366354324131
558,772,2350,0.26125255694063365
559,774,840,0.3636277227980882
560,774,1190,0.38424731477400287
561,777,964,0.2628184528511721
562,782,800,0.4332513519875712
563,782,1332,0.28703920029981667
564,782,1461,0.5009634903350383
565,782,1466,0.31789411515456295
566,782,1499,0.5436165843302305
567,782,1783,0.29759913275168626
568,782,2189,0.4160214259361407
569,782,2191,0.28194296977375294
570,782,2193,0.39854203299804464
571,782,2197,0.33551247647069393
572,782,2200,0.4390828571743066
573,782,2214,0.3513690536280392
574,782,2235,0.25881674477360334
575,782,2251,0.2596290017761561
576,786,1136,0.25253258570198384
577,788,924,0.3218239900840922
578,788,925,0.31569659766718366
579,788,926,0.25716392126012744
580,788,1242,0.3144106286681983
581,788,1565,0.2994261605560732
582,788,2096,0.29270564218469824
583,789,828,0.3546093371659927
584,789,855,0.2532126140660352
585,789,1429,0.27848783681281014
586,789,1430,0.25827826540276827
587,789,1830,0.290870446000461
588,793,882,0.30429475551139307
589,793,883,0.3286219012227489
590,793,1245,0.2893371403621978
591,793,1277,0.2557413647527432
592,793,1308,0.31545352729335185
593,793,1455,0.27138541612922046
594,793,1587,0.3061261866210096
595,793,1820,0.30973936031851307
596,793,1987,0.2863206415164724
597,797,806,0.26839156352124366
598,797,908,0.2684612152867782
599,797,1862,0.2833210822755337
600,797,2093,0.3321786392746754
601,800,1135,0.2902922258738299
602,800,1203,0.2820584666893792
603,800,1246,0.2568328277718378
604,800,1461,0.3489539173947275
605,800,1466,0.3410830241799471
606,800,1499,0.3634824065772757
607,800,2047,0.2535353350153641
608,800,2189,0.34743195151712947
609,800,2193,0.3339081913458684
610,800,2197,0.2756549230388464
611,800,2200,0.3607476910404325
612,800,2214,0.2954617161027062
613,801,1311,0.2609316307915153
614,806,820,0.31379229829810473
615,806,831,0.304886238713551
616,806,1170,0.301612168175865
617,806,1205,0.4257831942567629
618,806,1410,0.2597182183218534
619,806,1505,0.3025229359238602
620,806,1819,0.29931752289632946
621,806,2164,0.3027500548861787
622,812,1258,0.27436990245829435
623,812,1423,0.2828905355280753
624,812,1425,0.2745144181839567
625,820,885,0.28444803039759725
626,820,1081,0.3929917543084231
627,820,1170,0.628633261282651
628,820,1177,0.2929984164614719
629,820,1205,0.2756874778915557
630,820,1214,0.3372034364656969
631,820,1373,0.28235148651050995
632,820,1826,0.2592967271961579
633,820,1915,0.2505716500047726
634,823,937,0.2537399082131154
635,823,1044,0.32732564833001565
636,823,1298,0.25619998652757914
637,823,1390,0.2701007911600726
638,823,2359,0.29213770332132816
639,824,1506,0.44570293899099317
640,824,1953,0.32167984183912585
641,839,893,0.3018308919985838
642,839,1811,0.350510590183214
643,840,1097,0.2721289977352017
644,840,1106,0.2891709759983875
645,840,1389,0.3255120527125453
646,845,1486,0.2905533519099182
647,848,1504,0.5142743921213064
648,854,1414,0.34681851823164545
649,861,1318,0.3783642624579554
650,866,1158,0.2955644689588579
651,866,1498,0.2582467199698738
652,866,2108,0.41578818484336777
653,870,1361,0.2530776185665096
654,871,1669,0.3700283852997446
655,871,1671,0.2746061776252053
656,873,943,0.2989774432795549
657,875,1329,0.3347865996993509
658,882,883,0.4651476473297988
659,882,884,0.3711565421956761
660,882,983,0.3665518259330027
661,882,1366,0.49162792235481934
662,882,1452,0.25495872134624376
663,882,1486,0.2935146307902895
664,882,1583,0.2585284240180416
665,882,1587,0.3267003297600016
666,882,1804,0.2785922515053638
667,882,1811,0.32841567924928905
668,882,1831,0.27980904245002186
669,882,2096,0.35386039843036865
670,883,884,0.31286900501334297
671,883,983,0.28287474910297644
672,883,1742,0.2690597928356082
673,883,1820,0.45384700385668525
674,883,2096,0.39385058912883103
675,884,983,0.535235965719997
676,884,1277,0.32149840455695966
677,884,1307,0.2663237944108553
678,884,1435,0.2628723038874234
679,884,1474,0.42381134120506697
680,884,1804,0.2521891331845315
681,884,2096,0.8111502585446368
682,885,1081,0.318675265118226
683,885,1170,0.2595786530794009
684,885,1246,0.26461787313572305
685,885,1437,0.2892609316785887
686,887,2018,0.3723271262995686
687,891,1035,0.3988156260772082
688,893,1366,0.3502776829307118
689,897,2123,0.2628642734310111
690,907,1826,0.35159312225848427
691,908,1642,0.2516772004764396
692,908,2093,0.2738487844470646
693,913,947,0.34841569429856034
694,924,1804,0.2613774055911944
695,925,1242,0.279428928346159
696,928,1205,0.3074281485268533
697,928,1307,0.27896502841748405
698,928,1565,0.30753006092550783
699,932,2044,0.38226636883553106
700,932,2315,0.3429532652339636
701,934,1366,0.2744089487627535
702,939,1254,0.3296372222251355
703,943,1366,0.28315825637288866
704,945,946,0.7630357820623801
705,945,947,0.31178717814875617
706,945,1035,0.2990471332860809
707,945,1887,0.3004227158138302
708,946,947,0.4086140984188692
709,946,1035,0.39191757492394114
710,946,1750,0.26870841859197847
711,946,1772,0.2809470438950855
712,949,954,0.37316604184972246
713,958,1318,0.26540255479229413
714,960,1366,0.34682280503933194
715,961,1612,0.26518099870822165
716,963,1454,0.273317282651179
717,963,2148,0.3120663131855388
718,964,1076,0.3717216935120225
719,969,1659,0.30061038150379854
720,972,1139,0.2926850769524324
721,972,2071,0.33472898965857023
722,972,2145,0.25121839706564386
723,975,1149,0.43794268824214033
724,975,1366,0.3344297107295987
725,975,1782,0.3143338671963035
726,983,1418,0.34154769154612524
727,983,1474,0.4171210995664148
728,983,2096,0.43826037416618396
729,990,2123,0.3869917175978176
730,993,1280,0.2670346289743494
731,999,2036,0.3022316746798377
732,1009,1205,0.2524544300963883
733,1009,1486,0.31463215554062524
734,1029,1258,0.28332588789759927
735,1029,1259,0.2512424826179006
736,1035,1057,0.31598143394023204
737,1035,1436,0.25555627826680366
738,1035,1440,0.26970330738680187
739,1035,1487,0.39050028103943246
740,1035,1636,0.27446721895894705
741,1035,1658,0.3569899613525759
742,1035,1700,0.4277485347445398
743,1035,1750,0.45967603282963365
744,1035,1887,0.3033435167426778
745,1035,2289,0.2511769995931723
746,1037,1689,0.26449193519956327
747,1040,1366,0.4256389289300019
748,1040,1674,0.2884660299714544
749,1040,1811,0.3987710548114443
750,1042,1072,0.27523428260025606
751,1042,2101,0.3012863959141032
752,1044,1684,0.3062425915523345
753,1046,1047,0.6370859868215152
754,1049,2303,0.2970211263006122
755,1049,2304,0.27073515446487895
756,1051,1656,0.4291846764709029
757,1051,1659,0.43687230016704137
758,1051,1771,0.4548743989907575
759,1051,1772,0.4049780833144165
760,1051,1773,0.37635116082812836
761,1051,1774,0.3895880235928386
762,1051,1775,0.37635116082812836
763,1051,1999,0.37635116082812836
764,1051,2037,0.4447515527502912
765,1057,1436,0.3931613418615467
766,1057,1440,0.31950252137187113
767,1057,1476,0.3754221971265366
768,1059,1292,0.36059190166758703
769,1059,1830,0.25107317212794933
770,1068,1325,0.27191566273587797
771,1070,1366,0.29417823246028363
772,1081,1170,0.3592399563733305
773,1097,1366,0.29435423953277684
774,1097,1389,0.308056740022629
775,1097,1390,0.3077563677033414
776,1097,1642,0.25496602214900244
777,1097,2117,0.3453279805296927
778,1106,1389,0.2566769910650767
779,1106,1811,0.30284249023777965
780,1129,1962,0.8263139748380962
781,1134,1136,0.29374796696827615
782,1135,1203,0.4869875503314827
783,1135,1373,0.38878864844407635
784,1135,2047,0.3173623038934256
785,1136,1883,0.3353569633783681
786,1136,1927,0.32871164890177185
787,1139,2071,0.39319829318578464
788,1140,1522,0.2573712424870239
789,1147,1774,0.27049780800668966
790,1147,2108,0.2544785835556962
791,1149,1366,0.45175988572597225
792,1149,1819,0.3965220280044652
793,1151,2047,0.30177950116876145
794,1152,1516,0.7844582737623897
795,1152,1561,0.9529316052260465
796,1152,2166,0.2719588851197825
797,1154,1155,0.4006074030580429
798,1158,2107,0.25296851587547237
799,1158,2108,0.30356077665854064
800,1170,1177,0.2698240078613698
801,1170,1214,0.2939187220609938
802,1177,1681,0.250093478871917
803,1185,1186,0.41568584325345664
804,1185,1431,0.3442899608187166
805,1185,1494,0.6468926117741931
806,1186,1494,0.5349472462846558
807,1187,2125,0.25067742713005187
808,1189,1782,0.2893339134837089
809,1189,1921,0.2583032392970387
810,1189,2047,0.36090751711527425
811,1190,1990,0.25483397224208965
812,1191,1962,0.25147315473650406
813,1203,1373,0.3478787833639822
814,1203,2047,0.34207185990187444
815,1205,1505,0.2535964279755369
816,1205,1715,0.31511866136744343
817,1205,1819,0.437567317570194
818,1210,1976,0.4703085001475453
819,1214,1366,0.31920077791686413
820,1232,1233,0.9999999999999999
821,1234,2148,0.2554914649866707
822,1239,1272,0.28001184090790754
823,1239,1680,0.8913369701635977
824,1242,1243,0.5511867726973527
825,1242,1254,0.31364742488264014
826,1242,2081,0.29317616122669005
827,1243,1565,0.4805681071516384
828,1246,1373,0.2642634967039081
829,1252,1254,0.322836216132814
830,1252,1257,0.4377259453109394
831,1252,1480,0.3649874118102846
832,1252,1696,0.36068912204518133
833,1252,2081,0.25800053648585025
834,1254,1257,0.3731660650888502
835,1254,1964,0.2525434937079117
836,1254,2070,0.26182517186320464
837,1254,2081,0.26907253730574965
838,1257,1480,0.2528301250511317
839,1257,1964,0.264645786114422
840,1258,1259,0.6268517072937381
841,1258,1423,0.27525964839620437
842,1258,1425,0.26710947429877996
843,1259,1463,0.2661003872415126
844,1259,2062,0.2562847950935266
845,1260,2189,0.3571682072429617
846,1260,2193,0.31366859101843914
847,1260,2194,0.32256211616416913
848,1260,2197,0.35684033018844546
849,1260,2200,0.32533217470676673
850,1260,2214,0.2783094749227253
851,1272,1418,0.2892231078787522
852,1272,1437,0.29373877122779374
853,1272,1824,0.2719517234914538
854,1278,1781,0.2926811584320264
855,1280,1518,0.34868438330220425
856,1280,1814,0.46506830132316435
857,1280,2063,0.33962703266193167
858,1281,1423,0.26148132869739943
859,1281,1425,0.2658470633285574
860,1287,1670,0.27177430767501926
861,1303,2164,0.37728801296455516
862,1306,1307,0.28120615212459005
863,1307,1308,0.3514835419143971
864,1308,1565,0.26343813510832387
865,1320,2189,0.3276657054689805
866,1320,2193,0.3141464447573014
867,1320,2200,0.3320122548132636
868,1320,2214,0.26400825053207383
869,1325,1671,0.26892428372515476
870,1325,1874,0.26008381123801294
871,1325,1895,0.25362821360184823
872,1332,1461,0.2602127230002087
873,1332,1499,0.26364600037197816
874,1332,1783,0.30237377398789433
875,1332,2189,0.28484982247913515
876,1332,2193,0.27376206653955465
877,1332,2200,0.30675441020085636
878,1333,2355,0.27254312530675506
